customer_text_clean,spotify_text_clean,intent
"Hi , would like to know why is it every time I stream and use my Bluetooth headphones, the music gets choppy and inaudible?","Hey, help's here! Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /GK",Feature Request / Product Feedback
LOOOOOOL thanks x,"No worries! If you need help with anything else, just give us a shout. We'll be here... /GS",General / Other Support
"It does, but pass along that feedback as well. Really enjoyed it.",We'll be sure to do so! Let us know if you ever need anything else. We'll be right here /RV,Feature Request / Product Feedback
"yo could you all improve your shuffle feature, like add an accumulator so that each time a song doesn't play it increases its chance of playing next? I have 1300+ songs in my library but feel like I have a similar cluster of songs come up everytime listen :(",Hey! We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: /DF,Feature Request / Product Feedback
I was charged for standard premium today a month before my student plan expired and was not given a chance to renew. Help! Thx,"Hey there, we're here to help! Could you send us a DM with your account's email address and username? We'll take a look backstage /RV",Premium / Billing / Subscription
"Requesting music through Google Home seems to be broken today. I've tried unlinking the accounts, even going so far as to creating a new account.","Hey Tom, help's here! Could you shoot us a DM with your account's username and email address? We'll do some digging 🔍 /VV",Spotify Connect / External Devices
"when are you going to bring back the drag and drop for playlist making? This new system of queuing songs is painfully slow, I have to now drag songs all the way up the queued songs if I want to play it right away.","Hey Danny! You can add, remove tracks or albums, and change the order they play at any time. We have more info about that here: Any questions, just give us a shout /LO",Feature Request / Product Feedback
pushed out an update that has prevented songs from being played. Zero feedback from support. Fix it!,"1: Hey Doug, sorry to hear you're having issues. Can you tell us what's happening exactly? If you can also include the device/OS...",App / Device Issue
Möjlighet att radera de Daily Mix som föreslår vore klart efterlängtat. En vecka på semester då kontot på hemmaplan lånats för Sonos mm av dottern med pojkvän sätter fortfarande djupa spår. Och att radera artisten fungerar inte - kommer tillbaka. :-(,"Hey Johan! We can help out in English via Twitter, but we also have Swedish support via email at /DR",Spotify Connect / External Devices
"you guys suck! Who in there mind would pay for spotify when you guys have ni contact number. That's a joke, lol.",2: also reach us via email or chat at Let us know if you'd like to continue here /GS,General / Other Support
Hey is there a setting for auto skipping “explicit” songs? Love y’all’s playlists but I can’t always wear earbuds or skip before my Littles start asking questions 😑,"1: Hey Sarah, we hear you! We're afraid this isn't possible right now, but you can help make it happen. We’d recommend showing...",Playback / Streaming Issue
i’m listening on spotify web player on chrome.,"Sorry, but the option to disable this isn't available on the web player. Have you tried restarting your device to see if it helps? /DR",General / Other Support
hey guys I got an idea for a feature! Can you put on their to show us how many times we have listened to a certain song? It could really help when it comes to clearing up playlists and more. Thanks!,"Hey there, we can see how that’d be handy! You might want to add your vote here to support the idea: Let us know if you need anything else. We're always here for you 🙂 /KC",Feature Request / Product Feedback
", listened to a bunch of and noticed that their EP album from 1983 is not available. Will it be in the future?","Hey Deacon! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /RK",Music / Content Availability
"each password change has been to a 30+ char password with high entropy and only used on spotify, think this is a bug on your end",Hey Philip! That doesn't sound good. Can you DM us your account's username or email address? We'll take a look backstage /QI,Account / Login
Thanks. Here's the link:,1: Thanks! Ideas usually get closed because they're unable to garner enough votes. We suggest...,General / Other Support
I made a playlist secret but now can't seem to find it anywhere. How do I access it again?,Hey! What's the name of the missing playlist? Can you DM us your account's email address or username? We'll take a look backstage /NQ,General / Other Support
"Hey guys,I’m trying to stream music from my IPhone to the chrome cast built into my TV,the first song with play normally but the second song won’t start after. I can hit the next button and it will play, and then it will stop at the end of the next song again.",Hey Jacob! We've just sent a DM your way. Let's carry on chatting there /MT,App / Device Issue
